GEO,EMS
E02000190,1.8923966942148764
E02000191,1.7341772151898731
E02000192,1.6739852326444509
E02000193,1.765271788066916
E02000194,4.0254401368814445
E02000195,4.582936885505867
E02000196,4.006560449859419
E02000197,3.3568456307723533
E02000198,3.2525020444721373
E02000199,3.0983841707800703
E02000200,3.158219794543931
E02000201,3.2969105830791046
E02000202,2.9114737571671605
E02000203,2.6404052936311
E02000204,2.88917540877923
E02000206,3.005064155452502
E02000207,2.735523148803625
E02000208,2.3261357694318843
E02000209,2.509301450608252
E02000210,2.2758465011286684
E02000211,3.5412732029400775
E02000212,2.4945864010394114
E02000213,2.7451253980179606
E02000214,2.2204116386270885
E02000215,2.4726237636750006
E02000216,2.9553108808290154
E02000217,3.021728775885142
E02000218,2.8706618158034587
E02000219,3.4389981147320223
E02000220,2.7871665295569406
E02000221,2.766506916210507
E02000222,2.8653407750962976
E02000223,2.844455633448236
E02000224,2.6965745304798148
E02000225,2.988067230966991
E02000226,2.784512488243286
E02000227,3.0312740955494553
E02000228,2.77597115227012
E02000229,2.7892302355163245
E02000230,2.9237264143087915
E02000231,3.0368655789533103
E02000232,3.395059446805889
E02000233,2.821751370573418
E02000234,3.1520474196530537
E02000235,3.4776834064869173
E02000236,3.2132047230999508
E02000237,3.4024151811385854
E02000238,2.1206079381470597
E02000239,2.338887960465061
E02000240,2.3583892169619323
E02000241,2.3499546690843154
E02000242,2.156777311257229
E02000243,2.6109127995920445
E02000244,3.0195476995061092
E02000245,2.6097873978697015
E02000246,3.4224309316514705
E02000247,2.4137406104165104
E02000248,3.0158403777320846
E02000249,2.876542242763698
E02000250,4.426978818283166
E02000251,2.5754257047975697
E02000252,3.3809311981020165
E02000253,2.480076944215444
E02000254,2.6813061899348978
E02000255,3.7942789387876092
E02000256,4.284551250613046
E02000257,3.9120069354139573
E02000258,3.812729234088457
E02000259,3.8510919920582394
E02000260,2.3252078762763744
E02000261,3.1248206599713053
E02000262,3.6974084262342557
E02000263,1.8444580326043043
E02000264,3.9830559080391135
E02000265,3.858342730489559
E02000266,2.3122876822882446
E02000267,3.3750363182055905
E02000268,4.599531501634862
E02000269,4.132467063706913
E02000270,3.1552211788663875
E02000271,2.9402940294029407
E02000272,4.773434180334834
E02000274,2.686586985391766
E02000275,2.6620498614958445
E02000276,4.789406305008801
E02000277,2.21257739468253
E02000278,1.923769868278817
E02000279,2.557216634955151
E02000280,2.019293173638563
E02000281,2.2102496714848887
E02000282,2.6222275383616416
E02000283,2.344926291684557
E02000284,1.8776034548734486
E02000285,1.7217886703214018
E02000286,2.1542438604049976
E02000287,1.9862194751241264
E02000288,2.7745348412987956
E02000289,2.1379404806375297
E02000290,2.458536585365853
E02000291,2.4040973518084723
E02000292,2.5872215601796684
E02000293,2.517141196978501
E02000294,2.551749135270604
E02000295,2.4487062987230375
E02000296,2.274999582296035
E02000297,2.9869620714806713
E02000298,2.8072056319882206
E02000299,2.395783889431802
E02000300,2.3393501805054147
E02000301,2.16792361223499
E02000302,2.7611828339057998
E02000303,2.3079766845841556
E02000304,3.3690139811383073
E02000305,4.2476374251645135
E02000306,2.27890249877511
E02000307,2.2453365084764987
E02000308,4.165877763328998
E02000309,1.9695318832299125
E02000311,2.8167660809285833
E02000312,3.0865597399291067
E02000313,1.5316907825199546
E02000314,1.7829315663201186
E02000315,1.588685505723608
E02000316,1.9724269724269723
E02000317,1.4169101425079
E02000318,1.695289186923722
E02000319,1.779078273591807
E02000320,1.6045709357481674
E02000321,1.4658044658044656
E02000323,1.5780881800484956
E02000324,1.4584471559521641
E02000326,1.8359130977996805
E02000327,2.2341424010462747
E02000328,2.055917029499535
E02000329,1.6145080453706147
E02000331,1.6033103062224088
E02000332,1.4889211928989912
E02000333,1.8553722692822112
E02000334,1.6172208526246168
E02000335,1.5246781222885977
E02000337,1.403741541727478
E02000339,1.6966591349257585
E02000340,1.9342372402591672
E02000341,1.4448406040268453
E02000342,2.079995151808981
E02000343,1.7304805510426036
E02000344,1.598984771573604
E02000345,3.1996651955562316
E02000346,2.9100346020761236
E02000347,3.383144654088051
E02000348,1.9014702298757207
E02000350,2.5555813503579032
E02000351,4.7449565961608995
E02000352,2.575436058194679
E02000353,2.5085476438233982
E02000354,1.9139417475728153
E02000355,1.9496876027622492
E02000356,3.5291293213828423
E02000357,1.7925328807806538
E02000358,2.6778640469022337
E02000359,1.639328763885606
E02000360,1.686804512725733
E02000361,2.1795228167709055
E02000362,2.070728778206182
E02000363,1.9799805147867624
E02000364,2.2327609702916327
E02000365,2.609338980324881
E02000366,1.6788615365536057
E02000367,2.5517888248693557
E02000368,2.309142318567389
E02000369,2.914064823074636
E02000370,3.890059010440309
E02000371,4.3857538202382385
E02000372,2.4930477117818888
E02000373,2.617351692721814
E02000374,2.0355940355940354
E02000375,2.1987508674531577
E02000376,2.2378813690568373
E02000377,2.633498686898162
E02000378,2.562124711316397
E02000379,2.6335657201156266
E02000380,2.034735587938777
E02000381,2.496512105047189
E02000382,2.600811123986095
E02000383,2.7757009345794392
E02000384,1.9993164730006834
E02000385,2.48766447368421
E02000386,2.3303255282695603
E02000387,2.0932009769164104
E02000388,2.377648142462389
E02000389,2.809482001755926
E02000390,2.2122556968507308
E02000391,2.020609932314245
E02000392,2.6453376890845814
E02000393,2.562277580071174
E02000394,1.9957811470006592
E02000395,2.9619260918253083
E02000396,1.8421477593863547
E02000397,2.970806890299184
E02000398,1.782418322667565
E02000400,3.7441011486065356
E02000401,2.349313358302122
E02000402,1.946223885434776
E02000403,2.419934926354826
E02000404,2.875583203732504
E02000405,2.5976191697880853
E02000406,2.6659498713293615
E02000407,2.1527285613040394
E02000408,2.19330655957162
E02000409,2.3209956112082986
E02000410,2.043364953612009
E02000411,2.093869649386965
E02000412,3.0809610004936645
E02000413,2.8124190884335523
E02000414,2.397325207381073
E02000415,2.909670563230606
E02000416,1.9979021297943176
E02000417,2.476753560870734
E02000418,1.980808493262556
E02000419,3.2331260427726374
E02000420,3.6918216284527894
E02000421,2.8476023647908915
E02000422,2.693907875185735
E02000423,3.5999436143219627
E02000424,1.9878765270912993
E02000425,4.119200155309649
E02000426,2.424942263279446
E02000427,3.7033926771918035
E02000428,3.6665675488155416
E02000429,2.0568282237781257
E02000430,2.019523244525941
E02000431,2.698175011698643
E02000432,2.064015781534058
E02000433,2.586128296971671
E02000434,3.858669321387091
E02000435,3.2775992655496906
E02000436,3.9386712095400336
E02000437,3.346000641860641
E02000438,3.524291445580433
E02000439,3.319201894085032
E02000440,3.098596284777675
E02000441,3.716179352211165
E02000442,3.3596958174904947
E02000443,2.342870562448628
E02000444,2.664128006150445
E02000445,2.7001426533523536
E02000447,2.5716675029269114
E02000448,3.907114495866692
E02000449,2.564520997243294
E02000451,2.916187345932621
E02000452,2.415400843881857
E02000453,2.5493975903614454
E02000454,3.5576312348215957
E02000455,2.790247575180478
E02000456,2.8873404723485407
E02000457,2.8098923919199543
E02000459,3.014293354076522
E02000460,2.8407091267235716
E02000461,2.3588767656263223
E02000462,2.464359908728672
E02000463,2.50081667136018
E02000464,1.9444901623400916
E02000465,2.0142791642103886
E02000466,1.9901931471625907
E02000467,1.696896238258084
E02000468,1.9005235602094237
E02000469,1.4198075210921268
E02000470,2.0931192148990743
E02000471,2.2103341535042462
E02000472,1.8822789454373912
E02000473,1.8254152502556449
E02000474,1.6336044676459873
E02000475,2.419446801289666
E02000476,1.990783410138249
E02000477,1.9736842105263157
E02000478,2.8836922232889868
E02000479,2.0125786163522013
E02000480,1.9044601570719062
E02000481,2.5058159679255554
E02000482,2.664920659374518
E02000483,1.9882893796788121
E02000484,1.6697772426249247
E02000485,1.9856122501413087
E02000486,1.7374771086933098
E02000487,2.744137726328287
E02000488,1.673125201158674
E02000489,1.599435080857932
E02000490,1.905088843776374
E02000491,1.864856749655949
E02000492,2.018867924528302
E02000493,1.7904509283819625
E02000494,2.4064274163025154
E02000495,2.1720981961838337
E02000496,1.4584793811873815
E02000497,2.1821971608486734
E02000498,1.6662754350455704
E02000499,2.0424028268551235
E02000500,1.6909720885466795
E02000501,1.895916101172116
E02000502,1.5873487480531927
E02000503,1.6955237812380664
E02000504,1.5703532086782022
E02000506,1.7845131012905748
E02000507,1.617681451464629
E02000508,1.520057131197715
E02000509,1.5808527523266722
E02000510,1.5167129643762016
E02000511,1.544679681055815
E02000512,1.4704931829658305
E02000513,1.8154844769460425
E02000514,1.6815423020952878
E02000515,1.347151816807663
E02000516,2.326947132793469
E02000517,1.6531854002148476
E02000518,1.5494606840691285
E02000519,1.8238590541574475
E02000520,1.6187682790598459
E02000521,1.440233236151604
E02000522,1.5882058600048181
E02000523,1.8754966017664247
E02000524,1.682295072645077
E02000525,1.9122767095232671
E02000526,3.3607315535001048
E02000528,2.5617316685146796
E02000529,2.83258937712437
E02000530,2.622158463915251
E02000531,2.27589455600096
E02000532,3.6307754524315037
E02000533,3.7372636975328426
E02000534,2.072382982211657
E02000535,1.9146900049075741
E02000536,1.96
E02000537,1.7191979486317206
E02000538,2.2530680628272246
E02000539,1.8022756005056888
E02000540,1.8008308331410101
E02000541,1.8975216058470012
E02000542,2.1619141948600324
E02000543,1.995261424785158
E02000544,1.7236773839699973
E02000545,1.8738202144231653
E02000546,1.9727927447319282
E02000547,2.3882849853133505
E02000548,2.1907396684466747
E02000549,2.584265010351967
E02000550,2.769484083424808
E02000551,2.339133495939048
E02000552,2.531176353105652
E02000553,3.327340154299527
E02000554,1.9140778444770254
E02000555,2.0266763866408013
E02000556,2.142164522394381
E02000557,2.064866547605394
E02000558,2.068101950963364
E02000559,3.2275711159737424
E02000560,2.5648287636838405
E02000561,2.699538599270023
E02000562,3.330900243309003
E02000563,2.4619135698671597
E02000564,2.552824486115518
E02000565,4.346227417640808
E02000566,2.855909336211549
E02000567,3.565863376034087
E02000568,2.61949142231415
E02000569,3.019458749524764
E02000570,2.6325829300792485
E02000571,2.4780815640751492
E02000572,1.8838136840605855
E02000573,2.296856867731661
E02000574,1.666820373087403
E02000575,2.378238341968912
E02000576,2.2390083284911872
E02000577,2.307519430658301
E02000578,2.6814797021378816
E02000579,2.2051980092730443
E02000580,2.7347751849743887
E02000581,2.126388303106987
E02000582,2.9728805277302714
E02000583,2.5767001272444507
E02000584,2.973766396002499
E02000585,2.959258691989584
E02000586,1.7864941366761016
E02000587,1.6206547418157278
E02000588,1.7676122487319181
E02000589,1.5763237333768463
E02000590,1.5042496511480399
E02000591,1.9400604894143527
E02000592,1.8455696202531648
E02000593,1.7818983589966026
E02000594,1.7409496944052656
E02000595,1.5088013411567476
E02000596,1.5304822565969065
E02000597,1.577535971719738
E02000598,2.6966901242466075
E02000599,2.686505146071725
E02000600,2.479842490155635
E02000601,2.245933478999757
E02000602,1.950413844996238
E02000603,1.9538319482917823
E02000604,2.208653945688554
E02000605,2.358995303246886
E02000606,2.327697377847829
E02000607,2.191191603210538
E02000608,2.4827586206896552
E02000609,2.418680600914435
E02000610,2.5864975236771226
E02000611,2.4090359688242398
E02000612,2.3696521328506215
E02000613,2.5308385083070517
E02000614,2.105736782902137
E02000615,2.229923088085909
E02000616,2.191655801825293
E02000617,2.494309056630124
E02000619,1.4252706775309745
E02000620,1.5621625399709935
E02000621,1.577018676664584
E02000622,2.5412160033602857
E02000623,1.4477342480592164
E02000624,2.3732839918825355
E02000625,1.6733164042661253
E02000626,1.9065543276069596
E02000627,1.7583690797328968
E02000628,2.279847653186961
E02000629,2.5489004169186207
E02000630,2.8599185208398623
E02000631,1.5686390233209109
E02000632,2.656060952879238
E02000633,2.3832966104252815
E02000634,2.475057208237986
E02000635,1.9497306610254508
E02000636,2.5484055075979164
E02000637,2.6251798975303666
E02000638,2.6048026048026047
E02000639,2.837307152875175
E02000640,3.913804213135068
E02000641,2.1527077026572483
E02000642,1.7078530393458489
E02000643,3.3727966956438213
E02000644,2.3827300820516464
E02000645,1.5988934993084372
E02000646,3.8937283289737823
E02000647,2.8450782608695655
E02000648,1.669190007570023
E02000649,4.547567868800254
E02000650,2.1732242725861686
E02000651,4.8530805687203795
E02000652,4.173187793066339
E02000653,2.2121338042800742
E02000654,1.8512875209507846
E02000655,2.0972197522081926
E02000657,1.6553197627246992
E02000658,1.958244218353355
E02000659,1.533247777936214
E02000660,1.6572743757846284
E02000661,1.6628058900384899
E02000662,1.5457392268255508
E02000663,1.6742520379411954
E02000664,1.4455968166684068
E02000665,1.5500561100939112
E02000666,1.5340191723170449
E02000667,1.572893737451924
E02000668,1.5264739529086344
E02000669,1.563417825813018
E02000670,1.4286734009647206
E02000671,1.4631686295969257
E02000672,1.6215774127017994
E02000673,1.316851734257813
E02000674,1.4669962023027305
E02000675,1.3835144947650082
E02000676,1.3656111992088256
E02000677,1.7209405896499508
E02000678,1.178053217141165
E02000679,1.4440711366683356
E02000680,1.6893542757417106
E02000681,1.2903906114313597
E02000682,1.2370732995460039
E02000683,1.284445755103378
E02000685,1.299588421605325
E02000686,1.1924995726030803
E02000687,1.350707528098973
E02000689,3.113388120253823
E02000690,3.9714285714285706
E02000691,2.890041986849402
E02000692,3.4314763821224314
E02000693,2.662172186586377
E02000694,2.6404775745651294
E02000695,2.724327889203553
E02000696,2.579637394436898
E02000697,2.835941443715295
E02000698,3.595954551129979
E02000699,2.8372382657429744
E02000700,2.243859137761997
E02000701,2.5546384132068503
E02000702,2.3361825994547893
E02000703,1.84960440556272
E02000704,2.8476012712505674
E02000705,2.6466424881855146
E02000706,2.193920711162091
E02000707,2.464458220075483
E02000708,2.8341485752346856
E02000709,1.5517787464694452
E02000710,1.5708944761192634
E02000711,1.5103536812375635
E02000712,1.2380119770948987
E02000713,1.2975077881619939
E02000714,1.2010961114142684
E02000715,1.2924360862505193
E02000716,1.3332213637890493
E02000717,1.3185879635993734
E02000718,1.4283590015932026
E02000719,1.6047713568780193
E02000720,1.2690309464648746
E02000721,1.4223348856415317
E02000722,1.4051258992805757
E02000723,1.333373881310279
E02000724,1.3001772093381618
E02000725,1.595868562048995
E02000726,1.541424352221173
E02000727,1.243865071188948
E02000728,1.260640168835737
E02000729,1.4560163531164467
E02000730,1.387038966451344
E02000731,1.3068915382378599
E02000732,1.2816911202280785
E02000733,1.4102321654706629
E02000734,1.2213199013157894
E02000735,1.2457726174705837
E02000736,1.1573588074742807
E02000737,1.407512949289167
E02000738,1.4851267630387979
E02000739,1.6244485940840572
E02000740,1.3578798776593957
E02000741,1.2812700607377414
E02000742,1.3098635651979422
E02000743,1.3894036278220019
E02000744,1.5682812785995974
E02000745,1.6524741309380129
E02000746,1.4778563453665798
E02000747,1.360582572986677
E02000748,1.43392707264758
E02000749,1.3915032869016244
E02000750,1.3734973441431366
E02000751,1.5882807912113097
E02000752,3.1122689492618782
E02000753,2.8312517346655564
E02000754,1.5585255706090564
E02000755,1.606346058502727
E02000756,3.327860801234828
E02000757,1.6363398591508365
E02000758,2.902329803328291
E02000759,1.6443402451179963
E02000760,3.146393023870343
E02000762,3.558062168624596
E02000763,3.2249917282452856
E02000764,1.6115604454033272
E02000765,3.5709162047603518
E02000767,3.309090909090909
E02000768,1.8463600017573918
E02000769,2.2211876564741626
E02000770,3.151296829971182
E02000772,2.2825528551669625
E02000773,2.917899929527836
E02000774,2.721922246220302
E02000776,3.3427649904706054
E02000777,1.3494378853205466
E02000779,3.089548636253922
E02000780,2.662862577270566
E02000781,2.5584626807622954
E02000782,2.7440704445391275
E02000783,2.506589202210571
E02000784,5.536332388590726
E02000785,5.346900357026939
E02000786,4.030371301070144
E02000787,3.482253035228555
E02000788,4.211220394301592
E02000789,3.050197405527355
E02000790,3.0866802012534205
E02000791,4.687510257672739
E02000792,4.360367666937011
E02000793,2.5362111704147035
E02000794,2.715055099842572
E02000795,3.5864054438046815
E02000796,2.470779262786094
E02000797,3.4399375975039
E02000798,3.423918575063613
E02000799,4.299751861042184
E02000800,2.3038519072550483
E02000801,4.603061697850626
E02000802,3.891653388895698
E02000803,3.7877765350419894
E02000804,3.8798889730002526
E02000805,3.840859353327374
E02000806,4.046814516991382
E02000807,1.4331001094273301
E02000808,1.411102189622621
E02000809,1.435857379158243
E02000810,1.273921413203488
E02000812,1.5592403424214083
E02000813,1.379662951630547
E02000814,1.5622743289685477
E02000815,1.7359288097886538
E02000816,1.417636491447317
E02000817,1.3719096977625707
E02000818,1.7892103424178893
E02000819,1.5285996055226823
E02000820,1.8160530118080813
E02000821,1.885557712628708
E02000822,1.8273148798651118
E02000823,2.2851734162666486
E02000824,2.052444829078321
E02000825,2.077957563079025
E02000826,1.5764525236514935
E02000827,1.6651660271323685
E02000828,1.7856553998351188
E02000829,1.8003912886783706
E02000830,1.5185976040570883
E02000831,1.5091283190176032
E02000832,1.5167794752787986
E02000833,1.5702199661590523
E02000834,1.4040089856575084
E02000835,1.6269434963974208
E02000836,1.5212820929236857
E02000837,1.5526485490557345
E02000838,1.5874759681406205
E02000839,1.4767811378780111
E02000840,1.1466834256984517
E02000841,1.1566939085011372
E02000842,1.187502499055912
E02000843,1.2312814070351759
E02000844,1.1588261167541247
E02000845,1.7242987168009551
E02000846,1.158549512504805
E02000847,1.3104156201541923
E02000848,1.1377473399399878
E02000849,1.2221247464105836
E02000850,1.3238793414253094
E02000851,1.198975874773631
E02000852,1.1371504763676674
E02000853,1.140555149931471
E02000854,1.129631936658223
E02000855,1.1630280880210595
E02000856,1.2718613717669576
E02000857,1.1628009395184966
E02000858,1.167912625406442
E02000859,1.1289808194016218
E02000860,1.1743698804192086
E02000861,1.1988324285613805
E02000863,1.6888324102875352
E02000864,1.9551755912767483
E02000865,1.9003925743562449
E02000866,1.8872249109670352
E02000867,2.193715271124737
E02000868,1.8671075421193515
E02000869,1.7723179830203242
E02000870,1.7991652479543083
E02000871,1.5503322868675338
E02000872,1.5916928446771377
E02000873,1.8349970640046975
E02000874,1.451967063129003
E02000875,1.3747426562892293
E02000876,1.5799421407907426
E02000877,1.533770699126586
E02000878,1.8000000000000003
E02000879,1.4078387068740768
E02000880,1.61094674556213
E02000881,1.2490132759239325
E02000882,1.2837870392676463
E02000883,1.2556403450564035
E02000884,1.7840642785403416
E02000885,1.2777001397484529
E02000886,1.5223983459682975
E02000887,1.3394766780432312
E02000888,1.638750690989497
E02000889,1.8801849235905996
E02000890,2.8971360023991606
E02000891,1.7871231857089693
E02000893,1.553154293637158
E02000894,1.8370074468609752
E02000895,1.5188659934497815
E02000896,1.7668275996449374
E02000897,1.6761505765593543
E02000898,1.6218420922529295
E02000899,1.440877310992886
E02000900,1.7010047672802249
E02000901,1.505258217011813
E02000902,1.6836201729600135
E02000903,1.8240740740740737
E02000904,1.6295901639344264
E02000905,1.6782551331739097
E02000906,1.5955423780799507
E02000907,1.5120676532769557
E02000908,2.0466939393393284
E02000909,1.645759426544271
E02000910,1.7711045061665132
E02000911,1.6807415036045315
E02000912,1.7051373986929874
E02000913,1.403341026486427
E02000914,1.429418937619028
E02000915,1.659357541899441
E02000916,1.8877190225504832
E02000917,1.5623802612481856
E02000918,1.4463820984496298
E02000919,1.78685964181591
E02000920,1.5545453102933942
E02000921,1.5411720267645155
E02000922,1.7908419729814635
E02000923,2.3478147762747144
E02000924,3.7200698080279238
E02000925,3.7101693554859936
E02000926,3.5011256190905
E02000927,4.937649578032499
E02000928,4.0270919816473665
E02000929,4.702199433274862
E02000930,5.012848882861018
E02000931,5.168853218089212
E02000932,6.454509918889866
E02000933,4.112812560573754
E02000934,5.153328995879419
E02000935,3.188547749105294
E02000936,5.4747485671028455
E02000937,4.7816842457726425
E02000938,4.023245417970496
E02000939,4.786155747836837
E02000940,3.9150029757074067
E02000941,3.7010236185580725
E02000942,4.891363130268809
E02000943,3.985834903356361
E02000944,3.9938411669367904
E02000945,2.7517101127750045
E02000946,3.6909247188596805
E02000947,4.117503059975521
E02000948,3.6060565456250835
E02000949,3.1521991802777265
E02000950,4.530588463779374
E02000951,3.0161198773981157
E02000952,3.0916890080428954
E02000953,2.9304506381870272
E02000954,2.8407912425580952
E02000955,2.6047139700466486
E02000956,2.704759379557206
E02000957,2.8833440790887597
E02000958,2.744608352378974
E02000959,3.188310673542741
E02000960,4.8127032300021675
E02000961,3.3392328252546415
E02000962,3.225496968301482
E02000963,2.2805771054554502
E02000964,2.4099019098882484
E02000965,2.439453458582408
E02000966,2.3919627256843334
E02000967,3.445119891928402
E02000968,2.5849160698413343
E02000969,2.66033112374729
E02000970,3.8345932094811017
E02000971,4.227450980392157
E02000972,2.620534711300831
E02000973,2.773024588207209
E02000974,2.355375059722886
E02000975,2.8666030306645984
E02000976,2.5311098826853384
E02000977,3.611227837369604
E02000978,4.564336024738017
E02000979,3.5156651258346168
E02000980,3.966106945907429
E02000981,2.871250331829042
E02000982,2.833576484573405
E02000983,2.9331732850564762
E02000984,1.9951727575622427
E02000985,1.8724308708212958
E02000986,1.76641209596544
E02000987,2.310458468781527
E02000988,1.5259523009741351
E02000989,1.9294612701400808
E02000990,2.4991706930121875
E02000991,1.7595947717222196
E02000992,3.1336061743712036
E02000993,1.4437504628829585
E02000994,1.4820184346195908
E02000995,1.8643507030603808
E02000996,1.5186659296112033
E02000997,2.1978187962417755
E02000998,1.5304282710751416
E02000999,1.43027027027027
E02001000,1.6042466620858762
E02001001,1.8325791855203621
E02001002,1.6710150001346513
E02001003,2.2878113971893335
E02001004,1.262569491111247
E02001005,1.4290839364136823
E02001006,1.470155836518671
E02001007,1.8608410442909586
E02001008,1.459032922712726
E02001009,1.476437266481861
E02001010,1.4730452216529293
E02001011,2.08608079560101
E02001012,1.7758835020422656
E02001013,2.1216582719876014
E02001014,2.2447940768162886
E02001015,1.407510085123776
E02001016,1.6620895225793633
E02001017,2.1937662190732765
E02001018,2.419110976716057
E02001019,1.994028617118763
E02001020,1.995254337831826
E02001021,1.8286513069253567
E02001022,1.6176227906370781
E02001023,1.5648680686657594
E02001024,1.576816137239536
E02001025,1.4630534351145035
E02001026,1.3873943120676404
E02001027,1.4512252843728528
E02001028,1.7540273855757238
E02001029,1.4127669000587493
E02001030,2.750672247941674
E02001031,1.7518838119488844
E02001032,2.1825998559871236
E02001033,2.0221438103639366
E02001034,2.094018861681006
E02001035,1.5688595260566798
E02001036,2.0429049248394913
E02001037,2.1216902354076623
E02001038,2.0363015943398044
E02001039,1.6160218486103644
E02001040,1.776657547720776
E02001041,1.98351041924059
E02001042,2.439328320535643
E02001043,2.4200477326968977
E02001044,2.3533226962846316
E02001045,1.3091300024978816
E02001046,1.3068246950791813
E02001047,1.4393364142432576
E02001048,1.6710647365482756
E02001049,1.3367917726711471
E02001050,1.3274844454592158
E02001051,1.3512685378110063
E02001052,1.5290658327693636
E02001053,1.4119196487960621
E02001055,1.5911322973615938
E02001056,2.365815604712353
E02001057,2.561538046119782
E02001059,2.9202957144507335
E02001061,1.8167679779791257
